Date;Num_Sujet;Stimulus;Pays;Classe;Classe_modif;Plateau_Classe;Classe(2);Plateau_Classe(2);Comm_brut;Comm_net;NoteEqu;NoteHedo;Zone + ;Zone - ;Nb_Repas;Petit_dej;Repas_imp;Grignotage;Cantine;Viande;Fruits;Légumes;5FruitsLégumes;Produits_Laitiers;Féculents;Sucreries;Sodas;Jus_Fruits;Plats_Préparés;Entrée;Dessert;PourcentageLipides;PourcentageGlucides;PourcentageProtéines;Repas_Equ;Plaisir_Cuisine;Temps_Sport;Sports_Pref;Continent;Langues_Etrangères;Restaurant;Age;Sexe
11-janv;15;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Assez de fruits Assez de légumes Trop de protéines animales avec combinaison fromage / viande Viande rouge Pas assez de féculents;Assez_fruits Assez_légumes Trop_protéines Viande_rouge Pas_assez_féculents;6;3;Bas;Viande rouge;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, toujours;40;40;20;Un repas avec une majorité de légumes;Non, je n'aime pas ça;3;Basket, self-defense;Europe, Afrique;4;Des sushis, Des ramens;21;Féminin
11-janv;16;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Simple brute Non transformés Assez de fruits Assez de produit laitiers Assez de matière grasse Assez de protéines Pas assez de féculents;Simple Produits_non_transformés Assez_fruits Assez_produits_laitiers Assez_gras Assez_protéines Pas_assez_féculents;7;7;Haut;Aucune;3;Semaine;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Non;Plusieurs fois par semaine;A tous les repas;Environ une fois par semaine;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Badminton Course à pied;Europe, Afrique, Asie, Amérique du Sud;2;Une pizza / Des pâtes, Une raclette / Une tartiflette;22;Masculin
11-janv;17;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de féculents Assez de protéines Assez de fruits Pas assez de légumes;Pas_assez_féculents Assez_protéines Assez_fruits Pas_assez_légumes;6;8;Légumes;Protéines;4;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, toujours;Oui, toujours;25;60;15;Un repas avec une majorité de féculents;Oui, même quand je cuisine seulement pour moi;8;Musculation/Escalade;Europe;1;Des ramens, Une raclette / Une tartiflette;23;Masculin
11-janv;18;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Assez de légumes Assez de fruits Assez de protéines Assez de produits laitiers Pas assez de féculents;Assez_légumes Assez_fruits Assez_protéines Assez_produits_laitiers Pas_assez_féculents;5;6;Légumes fruits;Fromage;2;Jamais;Déjeuner;Plusieurs fois par semaine;Non, jamais;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Non, jamais;Oui, toujours;10;60;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;2,5;Marche;Europe, Afrique, Amérique du Nord;2;Un couscous / Une tajine, Des fruits de mer;22;Féminin
11-janv;19;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de féculents Assez de légumes Assez de fruits Assez de protéines Assez de produits laitiers;Pas_assez_féculents Assez_légumes Assez_fruits Assez_protéines Assez_produits_laitiers;7;7;Aucune;Aucune;4;Toujours;Petit_dej;Jamais;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Un couscous / Une tajine;22;Féminin
11-janv;20;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Assez de fruits Assez de légumes Assez de protéines Assez de produits laitiers Pas assez de féculents;Assez_fruits Assez_légumes Assez_protéines Assez_produits_laitiers Pas_assez_féculents;8;7;Fruits/Légumes;Aucune;3;Toujours;Déjeuner;Environ une fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;Environ une fois par jour;Rarement;Jamais;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la maison;20;50;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2,5;Danse;Europe;2;Des ramens, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);19;Féminin
11-janv;21;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Diversité de légumes Assez de légumes Fromage un peu gras Assez de produits laitiers Assez de protéines (viande rouge) Assez de féculents Assez de fruits;Diversifié Assez_légumes Trop_gras Assez_produits_laitiers Assez_protéines Viande_rouge Assez_féculents Assez_fruits;7;5;Fruits et légumes;Fromage;2;Jamais;Déjeuner;Entre chaque repas;Oui, tous les midis;A tous les repas;Plusieurs fois par semaine;Environ une fois par semaine;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Plusieurs fois par semaine;Jamais;Non, jamais;Non, jamais;33,33333333;33,33333333;33,33333333;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;0;Hokey;Asie;1;Des sushis, Des ramens;27;Masculin
12-janv;22;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Plateau du soir Assez de fruits Assez de légumes mais secs ? Trop de protéines Pas assez de féculents Manque du pain Assez de produits laitiers;Assez_fruits Assez_légumes Trop_sec Trop_protéines Pas_assez_féculents Assez_produits_laitiers;5;5;Fromage / pomme;Légumes;3;Toujours;Déjeuner;Rarement;Oui, quelques fois par semaine;A tous les repas;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par jour;Rarement;Rarement;Jamais;Oui, mais que à la cantine;Oui, mais que à la cantine;20;50;30;Un repas qui fait plaisir à manger;Oui, mais seulement que je cuisine pour ma famille / mes amis;1;Velo d'appartement;Europe, Afrique, Amérique du Nord;2;Une galette bretonne, Un fish & chips;52;Féminin
12-janv;23;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de féculents Trop de protéines Assez de fruits Assez de légumes Assez de produits laitiers;Pas_assez_féculents Trop_protéines Assez_fruits Assez_légumes Assez_produits_laitiers;6;6;Droite;Gauche;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par semaine;Environ une fois par jour;A tous les repas;Oui;A tous les repas;A tous les repas;A tous les repas;Rarement;Environ une fois par semaine;Oui, quelques fois par semaine;Non, jamais;Oui, toujours;35;25;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Equitation/ Marche;Europe;2;Un burger, Des fajitas / Des tacos / Des burritos;22;Féminin
12-janv;24;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Trop de matière grasse Trop de produit laitiers Pas assez de féculents Assez de protéines Assez de fruits Assez de légumes Un peu trop de sucre;Trop_gras Trop_produits_laitiers Pas_assez_féculents Assez_protéines Assez_fruits Assez_légumes Trop_sucré;9;7;Aucune;Aucune;2;Jamais;Déjeuner;Jamais;Non, jamais;A tous les repas;Environ une fois par jour;Plusieurs fois par semaine;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Plusieurs fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;30;40;Un repas qui fait plaisir à manger;Oui, parfois, cela dépend de mon humeur;2;Equitation;Europe;2;Des fruits de mer, Une galette bretonne;22;Féminin
12-janv;25;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Assez de fruits Assez de légumes Assez de protéines Assez de produits laitiers Pas assez de quantité Pas assez de féculents;Assez_fruits Assez_légumes Assez_protéines Assez_produits_laitiers Pas_assez_quantité Pas_assez_féculents;6;7;Légumes / Fruits;Fromage / viande;2;Jamais;Déjeuner;Plusieurs fois par semaine;Oui, tous les midis;Plusieurs fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Environ une fois par semaine;Environ une fois par semaine;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, mais que à la cantine;15;50;35;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;1;Course;Europe;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);20;Masculin
12-janv;26;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Assez de légumes Assez de fruits Assez de lipides Assez de protéines Pas assez de féculents Trop de légumes/fruits par rapport au reste;Trop_légumes Trop_fruits Assez_gras Assez_protéines Pas_assez_féculents;6;4;Viande/carottes;Fromage;3;Week_end;Dîner;Environ une fois par jour;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;10;Badminton/Rock/Course/Rando;Europe;4;Des sushis, Une raclette / Une tartiflette;20;Féminin
12-janv;27;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Trop de protéines Trop de produits laitiers Assez de fruits Assez de légumes Pas assez de féculents Vitamines;Trop_protéines Trop_produits_laitiers Assez_fruits Assez_légumes Pas_assez_féculents Vitamines;4;5;Gauche (haricot + kiwi);Aucune;4;Toujours;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;A tous les repas;A tous les repas;Oui;A tous les repas;A tous les repas;Environ une fois par jour;Jamais;Environ une fois par semaine;Jamais;Oui, mais que à la maison;Oui, toujours;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;3;Course à pied + Vélo + Fitness + Natation;Europe, Afrique, Océanie;2;Des ramens, Un couscous / Une tajine;23;Féminin
12-janv;28;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Assez de fruits Assez de légumes Viande rouge Pas assez de féculents Trop de protéines Grosse portion de viande Assez de produits laitiers;Assez_fruits Assez_légumes Viande_rouge Pas_assez_féculents Trop_protéines Assez_produits_laitiers;4;4;Kiwi/ carottes/haricots;Viande / fromage;4;Toujours;Petit_dej;Rarement;Oui, tous les midis;Plusieurs fois par semaine;Environ une fois par jour;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Oui, mais que à la cantine;Oui, toujours;30;40;30;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;5;Course;Europe, Afrique, Asie;2;Un couscous / Une tajine, Une raclette / Une tartiflette;22;Féminin
12-janv;29;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Trop de fruits Assez de légumes Pas assez de féculents Assez de produits laitiers Assez de viande;Trop_fruits Assez_légumes Pas_assez_féculents Assez_produits_laitiers Assez_protéines;5;5;Fromage/Fruits;Viande;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Rarement;Jamais;Environ une fois par jour;Oui, quelques fois par mois;Oui, toujours;Oui, toujours;25;50;25;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;10;Rugby/Hand/Volley;Europe;2;Des ramens, Une galette bretonne;22;Masculin
12-janv;30;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Trop de produits laitiers Trop de protéines Pas assez de féculents Trop de fruits Assez de légumes;Trop_produits_laitiers Trop_protéines Pas_assez_féculents Trop_fruits Assez_légumes;5;3;Légumes/fruits (gauche);Viande;3;Toujours;Dîner;Rarement;Oui, quelques fois par mois;Jamais;Plusieurs fois par semaine;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;30;40;30;Un repas sans protéines d'origine animale;Oui, mais seulement que je cuisine pour ma famille / mes amis;4;Yoga Marche;Europe, Afrique;2;Des sushis, Une raclette / Une tartiflette;21;Féminin
12-janv;31;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Trop de fruits Assez de légumes Pas assez de féculents Trop de protéines Trop de produits laitiers;Trop_fruits Assez_légumes Pas_assez_féculents Trop_protéines Trop_produits_laitiers;5;5;Tout;Rien;3;Toujours;Déjeuner;Environ une fois par jour;Non, jamais;Jamais;Environ une fois par jour;A tous les repas;Non;A tous les repas;A tous les repas;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;20;50;30;Un repas avec une majorité de légumes;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Lutte marche;Europe, Asie, Amérique du Nord, Amérique du Sud;3;Des ramens, Une galette bretonne;24;Féminin
12-janv;32;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Pas assez de légumes Assez de produits laitiers Assez de protéines Assez de fruits Pas assez de féculents Pas trop coloré;Pas_assez_légumes Assez_produits_laitiers Assez_protéines Assez_fruits Pas_assez_féculents Pas_assez_coloré;5;6;Aucune;Légumes;3;Semaine;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Jamais;Non, jamais;Oui, toujours;70;10;20;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;0;Football/Musculation/Boxe;Europe, Afrique;5;Des sushis, Un steak accompagné de frites;38;Masculin
12-janv;33;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Légumes : pas assez mais qualitatif Fruits : pas assez mais qualitatif Pas assez de féculents Pas assez de protéines Assez de produits laitiers;Pas_Assez_légumes Pas_assez_fruits Pas_assez_féculents Pas_assez_protéines Assez_produits_laitiers;3;7;Carottes;Fromage;4;Toujours;Petit_dej;Rarement;Non, jamais;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Rarement;Jamais;Non, jamais;Oui, toujours;30;40;30;Un repas avec une majorité de féculents;Oui, parfois, cela dépend de mon humeur;5;Footing Fitness;Europe;4;Un burger, Une raclette / Une tartiflette;22;Masculin
12-janv;34;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de quantité en général Pas assez de féculents Assez de fruits Assez de légumes Assez de protéines Assez de produits laitiers;Pas_assez_quantité Pas_assez_féculents Assez_fruits Assez_légumes Assez_protéines Assez_produits_laitiers;7;6;Droite;Aucune;4;Toujours;Petit_dej;Environ une fois par semaine;Oui, quelques fois par mois;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Environ une fois par jour;Oui, quelques fois par semaine;Oui, mais que à la cantine;Oui, toujours;25;35;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, parfois, cela dépend de mon humeur;2;Handball;Europe, Afrique, Amérique du Nord;2;Des sushis, Des fajitas / Des tacos / Des burritos;23;Féminin
12-janv;35;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Assez de fruits Assez de légumes Trop de protéines Pas assez de féculents Assez de fibre Trop de source animale Produit laitiers en trop;Assez_fruits Assez_légumes Trop_protéines Pas_assez_féculents Assez_fibres Trop_origine_animale Trop_produits_laitiers;2;5;Légumes et kiwi;Viande + fromage;3;Week_end;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Rarement;Environ une fois par jour;Non;Environ une fois par jour;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, mais que à la cantine;20;50;30;Un repas avec une majorité de féculents;Oui, mais seulement que je cuisine pour ma famille / mes amis;0;;Europe, Amérique du Nord;2;Un burger, Une pizza / Des pâtes;23;Masculin
12-janv;36;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Pas assez diversifié (légumes) Pas assez de féculents Assez de protéines Assez de produits laitiers Assez de fruits Assez de légumes;Pas_assez_diversifié Pas_assez_féculents Assez_protéines Assez_produits_laitiers Assez_fruits Assez_légumes;6;7;Pomme;Viande;3;Toujours;Dîner;Rarement;Oui, tous les midis;Environ une fois par jour;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Environ une fois par jour;Jamais;Oui, mais que à la cantine;Oui, toujours;45;40;15;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;7;Volley/Escalade;Europe, Afrique;2;Un steak accompagné de frites, Une poutine;24;Masculin
12-janv;37;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Assez de fruits Pas assez de légumes Assez de protéines Pas de plat défini Pas assez de féculents;Assez_fruits Pas_assez_légumes Assez_protéines Pas_assez_féculents;6;4;Tout;Viande / fromage;3;Toujours;Déjeuner;Jamais;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;A tous les repas;Non;A tous les repas;A tous les repas;Rarement;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, toujours;20;40;40;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;1;Marche Fitness Natation;Europe, Afrique, Amérique du Sud;3;Des sushis, Un fish & chips;23;Féminin
13-janv;38;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Assez de fruits Assez de légumes Pas assez de féculents Un peu trop de protéines Trop grosse portion de viande et fromage Simple;Assez_fruits Assez_légumes Pas_assez_féculents Trop_protéines Trop_produits_laitiers Simple;7;7;Fruits légumes;Viande fromage;3;Toujours;Petit_dej;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Non;Environ une fois par jour;Environ une fois par jour;Environ une fois par semaine;Rarement;Environ une fois par semaine;Oui, tous les jours;Non, jamais;Oui, toujours;50;35;15;Un repas avec une majorité de légumes;Non, je n'aime pas ça;1;équitation;Europe;3;Des ramens, Un phô à la viande;21;Féminin
13-janv;39;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Assez de légumes Trop de protéines Pas assez de féculents Assez de produits laitiers Assez de fruits;Assez_légumes Trop_protéines Pas_assez_féculents Assez_produits_laitiers Assez_fruits;7;9;Légumes + fruit (gauche);Viande + formage +pommes;3;Jamais;Déjeuner;Environ une fois par jour;Non, jamais;A tous les repas;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;A tous les repas;Rarement;Rarement;Environ une fois par semaine;Jamais;Non, jamais;Non, jamais;35;45;20;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Volley;Europe, Amérique du Nord;2;Des sushis, Un phô à la viande;22;Féminin
13-janv;40;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Grosse portion de fromage et de viande Trop gras Pas assez de féculents Assez de fruits Pas assez de légumes Trop de protéines par rapport au reste;Trop_gras Pas_assez_féculents Assez_fruits Pas_assez_légumes Trop_protéines Trop_produits_laitiers;6;4;Légumes;Fromage;3;Toujours;Petit_dej;Plusieurs fois par semaine;Non, jamais;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Rarement;A tous les repas;Environ une fois par semaine;Rarement;Rarement;Jamais;Oui, mais que à la maison;Oui, toujours;10;60;30;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;4;Kiné Muscu;Europe, Asie;3;Des fruits de mer, Un phô à la viande;22;Féminin
13-janv;41;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Trop de produits laitiers Assez de légumes Assez de fruits Assez de protéines Pas assez de féculents (mais peut être comblé dans un autre repas);Trop_produits_laitiers Assez_légumes Assez_fruits Assez_protéines Pas_assez_féculents;8;8;Légumes + kiwi;fromage;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Environ une fois par jour;Environ une fois par jour;A tous les repas;Oui;Environ une fois par jour;Environ une fois par jour;Environ une fois par jour;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Natation + Marche;Europe, Afrique, Asie, Amérique du Nord, Océanie;2;Des ramens, Une galette bretonne;18;Féminin
13-janv;42;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Trop léger Pas assez de féculents Assez de fruits Assez de légumes Assez de produits laitiers Assez de protéines;Trop_léger Pas_assez_féculents Assez_fruits Assez_légumes Assez_produits_laitiers Assez_protéines;6;2;Rien;Fruits et légumes;4;Toujours;Déjeuner;Jamais;Oui, tous les midis;Plusieurs fois par semaine;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;Environ une fois par jour;Environ une fois par jour;Jamais;Jamais;Oui, quelques fois par mois;Oui, mais que à la maison;Oui, toujours;33,33333333;33,33333333;33,33333333;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;3;Escalade;Europe;2;Des ramens, Un couscous / Une tajine;19;Féminin
13-janv;43;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de féculents Trop de protéines Morceaux de viande trop gros Pas assez de légumes Trop de fruits;Pas_assez_féculents Trop_protéines Pas_assez_légumes Trop_fruits;8;7;Aucune;Aucune;3;Toujours;Déjeuner;Environ une fois par jour;Oui, tous les midis;Jamais;A tous les repas;A tous les repas;Oui;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Jamais;Jamais;Oui, mais que à la cantine;Oui, toujours;35;50;15;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;5;Pompom + Rugby + Self defense + musculation;Europe, Asie, Océanie;3;Une pizza / Des pâtes, Des ramens;19;Féminin
13-janv;44;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Viande rouge Gros morceau de fromage Assez de protéines Assez de fruits Assez de légumes Pas assez de féculents mais ok;Viande_rouge Trop_produits_laitiers Assez_protéines Assez_fruits Assez_légumes Pas_assez_féculents;5;6;Rien;Fromage viande;3;Week_end;Déjeuner;Rarement;Non, jamais;Environ une fois par semaine;Plusieurs fois par semaine;Plusieurs fois par semaine;Non;Environ une fois par jour;Plusieurs fois par semaine;Rarement;Rarement;Environ une fois par jour;Oui, quelques fois par mois;Non, jamais;Oui, toujours;30;50;20;Un repas avec une majorité de légumes;Oui, parfois, cela dépend de mon humeur;2;Ultimate;Europe, Asie;3;Des sushis, Des ramens;23;Féminin
13-janv;45;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Pas assez de féculents Trop de protéines Assez de légumes Trop de fruits Fromage bien Assez de produits laitiers;Pas_assez_féculents Trop_protéines Assez_légumes Trop_fruits Assez_produits_laitiers;6;5;Viande + légumes;Aucune;4;Toujours;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Rarement;Environ une fois par jour;Jamais;Non, jamais;Oui, mais que à la maison;20;50;30;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, mais seulement que je cuisine pour ma famille / mes amis;3;Course à pied + Fitness;Europe, Afrique;2;Des fajitas / Des tacos / Des burritos, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);22;Féminin
13-janv;46;421;France;PresqueEquilibré;PresqueEquilibré;421_PresqueEquilibré;Equilibré;421_Equilibré;Assez de légumes Assez de fruits Pas assez de féculents : peur d’avoir faim Trop de viande et de fromage Trop de protéines;Assez_légumes Assez_fruits Pas_assez_féculents Digestion_rapide Faim Trop_protéines Trop_produits_laitiers;7;7;Rien;Viande rouge;4;Toujours;Déjeuner;Environ une fois par semaine;Non, jamais;Plusieurs fois par semaine;Environ une fois par jour;A tous les repas;Non;Environ une fois par jour;A tous les repas;Plusieurs fois par semaine;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, mais que à la maison;20;40;40;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;1;Yoga;Europe, Asie;3;Un burger, Une viande marinée aux épices indiennes (Masala, Tandoori, Biryani...);23;Féminin
13-janv;47;421;France;Equilibré;Equilibré;421_Equilibré;Equilibré;421_Equilibré;Assez de fruits Assez de légumes Pas assez de féculents Un peu trop de protéines Assez de produits laitiers;Assez_fruits Assez_légumes Pas_assez_féculents Trop_protéines Assez_produits_laitiers;7;6;Kiwi Haricot Fromage;Viande;2;Jamais;Déjeuner;Rarement;Non, jamais;Plusieurs fois par semaine;A tous les repas;Plusieurs fois par semaine;Non;A tous les repas;A tous les repas;Rarement;Jamais;Environ une fois par semaine;Jamais;Non, jamais;Oui, toujours;35;20;45;Un repas avec des protéines, des féculents et des légumes en quantité égale;Oui, même quand je cuisine seulement pour moi;5;Foot Volley Ultimate;Europe;3;Des sushis, Une raclette / Une tartiflette;22;Féminin
13-janv;48;421;France;PasEquilibré;ZPasEquilibré;421_PasEquilibré;PasEquilibré;421_PasEquilibré;Trop de protéines Trop de fruits Pas assez de féculents Assez de légumes;Trop_protéines Trop_fruits Pas_assez_féculents Assez_légumes;4;2;Haut + haricots;Fromage + Pomme;3;Toujours;Déjeuner;Jamais;Oui, tous les midis;Rarement;A tous les repas;A tous les repas;Oui;Environ une fois par semaine;A tous les repas;Environ une fois par jour;Rarement;Rarement;Oui, quelques fois par mois;Non, jamais;Oui, toujours;45;30;25;Un repas avec une majorité de légumes;Oui, même quand je cuisine seulement pour moi;2;Yoga Course à pied;Europe, Asie;2;Des sushis, Un phô à la viande;26;Féminin
